"Site","Identifier","Date","GPS_ID","Latitude","Longitude","Point","Hs_insitu","Tare"
"Fortress Ridge South","21_125",2021-05-05,1,50.8383337622222,-115.215799556944,2,2.4,172
"Fortress Ridge South","21_125",2021-05-05,2,50.8382739252778,-115.2158343325,5,2.13,172
"Fortress Ridge South","21_125",2021-05-05,3,50.8382146866667,-115.215866904444,8,2.24,172
"Fortress Ridge South","21_125",2021-05-05,4,50.8381710038889,-115.215885320833,11,2.46,172
"Fortres Ridge","21_125",2021-05-05,7,50.8365130438889,-115.220271676389,1,0.19,36
"Fortres Ridge","21_125",2021-05-05,8,50.8365186988889,-115.220379658611,4,0.11,36
"Fortres Ridge","21_125",2021-05-05,9,50.8364983472222,-115.220475317222,7,0.11,36
"Fortres Ridge","21_125",2021-05-05,10,50.8364373569444,-115.220712041389,13,0.13,36
"Bonsai","21_125",2021-05-05,12,50.8211062888889,-115.214080673611,1,1.62,114
"Bonsai","21_125",2021-05-05,13,50.8210567644444,-115.214082232222,4,1.8,114
"Bonsai","21_125",2021-05-05,14,50.8210281136111,-115.214137668056,7,1.75,114
"Bonsai","21_125",2021-05-05,15,50.8209824919444,-115.214159134444,10,1.83,114
"Bonsai","21_125",2021-05-05,16,50.8209313177778,-115.214179881111,13,1.97,114
"Canadian Ridge","21_125",2021-05-05,19,50.821506195,-115.206298923889,1,0.39,112
"Canadian Ridge","21_125",2021-05-05,20,50.8215410666667,-115.206374095,4,0.59,112
"Canadian Ridge","21_125",2021-05-05,21,50.8215712491667,-115.206486127222,7,1.7,112
"Canadian Ridge","21_125",2021-05-05,22,50.82160248,-115.206576518611,10,1.25,112
"Canadian Ridge","21_125",2021-05-05,23,50.8216198119444,-115.206640175,13,1.16,112
"Canadian Ridge","21_125",2021-05-05,24,50.8216421872222,-115.206719435556,16,1.26,112
"Canadian Ridge","21_125",2021-05-05,25,50.8216729788889,-115.2068064675,19,1.16,112
"Powerline","21_125",2021-05-05,26,50.8259632627778,-115.198183433333,1,1.4,114
"Powerline","21_125",2021-05-05,30,50.82607997,-115.197723539167,13,1.42,114
"Snow Experiment","21_125",2021-05-05,33,50.8221661186111,-115.197992966389,1,0.6,35.5
"Snow Experiment","21_125",2021-05-05,34,50.8221289411111,-115.197973243333,2,0.66,35.5
"Snow Experiment","21_125",2021-05-05,35,50.8220836538889,-115.197949374444,3,0.59,35.5
"Snow Experiment","21_125",2021-05-05,36,50.8220686305556,-115.197905226667,4,0.49,35.5
"Snow Experiment","21_125",2021-05-05,37,50.8220724944444,-115.197858645833,5,0.48,35.5
"Snow Experiment","21_125",2021-05-05,38,50.8220763472222,-115.1978157375,6,0.47,35.5
"Snow Experiment","21_125",2021-05-05,39,50.8220909922222,-115.197733614722,7,0.58,35.5
"Snow Experiment","21_125",2021-05-05,40,50.8221214788889,-115.197710489167,8,0.53,35.5
"Snow Experiment","21_125",2021-05-05,41,50.8221707427778,-115.197718770278,9,0.84,35.5
"Snow Experiment","21_125",2021-05-05,42,50.8222146525,-115.197749393889,10,1.11,35.5
"Snow Experiment","21_125",2021-05-05,43,50.8222234658333,-115.197866753056,11,0.74,35.5
"Snow Experiment","21_125",2021-05-05,44,50.8221999936111,-115.197939161667,12,0.68,35.5
"Fortress Ridge South","21_137",2021-05-17,2,50.8383098336111,-115.215808080278,1,1.74,159
"Fortress Ridge South","21_137",2021-05-17,3,50.8382271522222,-115.215864161944,2,2.04,159
"Fortress Ridge South","21_137",2021-05-17,4,50.8382304786111,-115.215754394722,3,1.4,159
"Fortress Ridge South","21_137",2021-05-17,5,50.8382320977778,-115.215684311389,4,1,159
"Fortress Ridge South","21_137",2021-05-17,6,50.8382306202778,-115.215631853333,5,0.68,159
"Fortress Ridge South","21_137",2021-05-17,7,50.8382324627778,-115.215588131389,6,0.37,159
"Bonsai","21_137",2021-05-17,8,50.8210915658333,-115.214083817778,1,1.43,115
"Bonsai","21_137",2021-05-17,9,50.8210406711111,-115.214082988889,2,1.43,115
"Bonsai","21_137",2021-05-17,10,50.8210158372222,-115.214159839444,3,1.44,115
"Bonsai","21_137",2021-05-17,11,50.8209692069444,-115.214163322778,4,1.47,115
"Bonsai","21_137",2021-05-17,12,50.8209339883333,-115.214181733889,5,1.68,115
"Bonsai","21_137",2021-05-17,13,50.8209490444444,-115.214081352778,6,1.52,115
"Bonsai","21_137",2021-05-17,14,50.8209479747222,-115.214063767222,7,1.55,115
"Powerline","21_137",2021-05-17,24,50.8260093822222,-115.197931831389,2,1.12,115
"Powerline","21_137",2021-05-17,25,50.8260437794444,-115.197856153333,5,1.02,115
"Powerline","21_137",2021-05-17,26,50.8260565433333,-115.197779161389,6,1.15,115
"Powerline","21_137",2021-05-17,27,50.8260829708333,-115.197712246389,7,1.19,115
"Fortress Ridge South","21_152",2021-06-01,2,50.8380577147222,-115.215765167222,1,0.72,114
"Fortress Ridge South","21_152",2021-06-01,3,50.8379705427778,-115.215806365,4,0.86,114
"Fortress Ridge South","21_152",2021-06-01,4,50.8378574797222,-115.215812823056,7,1.67,114
"Fortress Ridge South","21_152",2021-06-01,5,50.8377520311111,-115.215738069167,10,0.75,114
"Fortress Ridge South","21_152",2021-06-01,6,50.8376709091667,-115.215765878333,13,0.92,114
"Fortress Ridge South","21_152",2021-06-01,7,50.8375799825,-115.215648900278,16,1.2,114
"Bonsai","21_152",2021-06-01,8,50.8211024705556,-115.214071095833,1,1.12,37
"Bonsai","21_152",2021-06-01,9,50.8210318244444,-115.2141139575,4,1.11,37
"Bonsai","21_152",2021-06-01,10,50.8209876236111,-115.214161687778,7,1.17,37
"Bonsai","21_152",2021-06-01,11,50.8209377333333,-115.214178670833,10,1.39,37
"Fortress Ridge South","21_159",2021-06-08,1,50.8383318241667,-115.215781364167,2,1.15,66
"Fortress Ridge South","21_159",2021-06-08,2,50.8383068927778,-115.215790686944,4,0.76,66
"Fortress Ridge South","21_159",2021-06-08,3,50.8382658902778,-115.215827223056,8,0.94,66
"Fortress Ridge South","21_159",2021-06-08,4,50.8382269269444,-115.215855215,10,0.81,66
"Fortress Ridge South","21_159",2021-06-08,5,50.8381880702778,-115.215872055833,12,1.08,66
"Fortress Ridge South","21_159",2021-06-08,6,50.8381776577778,-115.215878052778,14,1.25,66
"Bonsai","21_159",2021-06-08,10,50.8210305863889,-115.214083389722,1,0.83,36.5
"Bonsai","21_159",2021-06-08,11,50.8210077588889,-115.2141436425,4,0.8,36.5
"Bonsai","21_159",2021-06-08,12,50.8209499230556,-115.214153076667,7,0.79,36.5
"Bonsai","21_159",2021-06-08,13,50.8209242477778,-115.214155743333,10,0.99,36.5
"Bonsai","21_159",2021-06-08,16,50.8209254552778,-115.2141549225,12,1.22,36.5
"Powerline","21_159",2021-06-08,20,50.8260171130556,-115.197889217778,10,0.31,36.5
"Powerline","21_159",2021-06-08,21,50.8260406313889,-115.197813355556,13,0.5,36.5
"Powerline","21_159",2021-06-08,23,50.8260786575,-115.197697354722,18,0.59,36.5
"Powerline","21_159",2021-06-08,24,50.8260563808333,-115.197744973333,16,0.44,36.5
"Fortress Ridge South","21_176",2021-06-25,1,50.8316220255556,-115.219890276667,1,0.53,36.5
"Fortress Ridge South","21_176",2021-06-25,2,50.8316428122222,-115.219943748056,2,0.83,36.5
"Fortress Ridge South","21_176",2021-06-25,3,50.8316596825,-115.220007190833,3,1,36.5
"Fortress Ridge South","21_176",2021-06-25,4,50.8316799236111,-115.220068519444,4,0.97,36.5
"Fortress Ridge South","21_176",2021-06-25,5,50.8317176722222,-115.220152853889,5,0.89,36.5
"Fortress Ridge South","21_176",2021-06-25,6,50.8317347533333,-115.220252378333,6,1.1,36.5
"Powerline","22_047",2022-02-16,2,50.8259637605556,-115.198182574167,1,1.45,114
"Powerline","22_047",2022-02-16,3,50.8259565436111,-115.198139662222,2,0.98,114
"Powerline","22_047",2022-02-16,5,50.825961175,-115.198104910278,3,1.19,114
"Powerline","22_047",2022-02-16,6,50.8259685152778,-115.198075832222,4,1.16,114
"Powerline","22_047",2022-02-16,7,50.8259800752778,-115.198039533611,5,0.77,114
"Powerline","22_047",2022-02-16,8,50.8259884366667,-115.198002639444,6,1.16,114
"Powerline","22_047",2022-02-16,9,50.82599516,-115.197970419722,7,1.2,114
"Powerline","22_047",2022-02-16,10,50.8260058833333,-115.197931932778,8,0.99,114
"Powerline","22_047",2022-02-16,11,50.8260241986111,-115.197903374167,9,1.1,114
"Powerline","22_047",2022-02-16,12,50.8260392563889,-115.197876219722,10,1.15,114
"Powerline","22_047",2022-02-16,13,50.8260492077778,-115.197843082222,11,1.4,114
"Powerline","22_047",2022-02-16,14,50.8260512763889,-115.197811528889,12,1.35,114
"Powerline","22_047",2022-02-16,15,50.8260582483333,-115.197768176111,13,1.32,114
"Powerline","22_047",2022-02-16,16,50.8260766841667,-115.197733639167,14,1.23,114
"Fortress Ridge South","22_047",2022-02-16,45,50.8383445797222,-115.215812331667,1,2.15,160
"Fortress Ridge South","22_047",2022-02-16,46,50.8383408522222,-115.215780746944,2,2.14,160
"Fortress Ridge South","22_047",2022-02-16,47,50.8383149991667,-115.215800511944,3,2.15,160
"Fortress Ridge South","22_047",2022-02-16,48,50.8382932580556,-115.215801298333,4,1.82,160
"Fortress Ridge South","22_047",2022-02-16,49,50.8382789661111,-115.215827975,5,1.78,160
"Fortress Ridge South","22_047",2022-02-16,50,50.8382399725,-115.215851441111,6,2.06,160
"Fortress Ridge South","22_047",2022-02-16,51,50.8382077216667,-115.215848499444,7,1.75,160
"Fortress Ridge South","22_047",2022-02-16,52,50.8381742866667,-115.2158611825,8,2,160
"Fortress Ridge South","22_047",2022-02-16,53,50.8381253880556,-115.215864896944,9,1.65,160
"Fortress Ridge","22_047",2022-02-16,56,50.8364529238889,-115.220523753333,1,0.03,NA
"Fortress Ridge","22_047",2022-02-16,57,50.8364387347222,-115.220558987222,2,0.04,NA
"Fortress Ridge","22_047",2022-02-16,58,50.836424275,-115.220597589722,3,0.05,NA
"Fortress Ridge","22_047",2022-02-16,59,50.8364075744444,-115.220635145833,4,0.08,NA
"Fortress Ridge","22_047",2022-02-16,60,50.8363937133333,-115.220673066944,5,0.04,NA
"Fortress Ridge","22_047",2022-02-16,61,50.8363797952778,-115.220707011667,6,0.07,NA
"Fortress Ridge","22_047",2022-02-16,62,50.8363677938889,-115.2207463025,7,0.06,NA
"Fortress Ridge","22_047",2022-02-16,63,50.8363541805556,-115.220786186667,8,0.05,NA
"Fortress Ridge","22_047",2022-02-16,64,50.8363414755556,-115.220823273889,9,0.03,NA
"Fortress Ridge","22_047",2022-02-16,65,50.8363296375,-115.2208552425,10,0.02,NA
"Fortress Ridge","22_047",2022-02-16,66,50.8363181783333,-115.220892106389,11,0.05,NA
"Fortress Ridge","22_047",2022-02-16,67,50.836305345,-115.220929881667,12,0.04,NA
"Fortress Ridge","22_047",2022-02-16,69,50.8362828744444,-115.221004035278,14,0.03,NA
"Fortress Ridge","22_047",2022-02-16,70,50.8362727511111,-115.221037705833,15,0.03,NA
"Fortress Ridge","22_047",2022-02-16,71,50.8362608591667,-115.2210728475,16,0.05,NA
"Fortress Ridge","22_047",2022-02-16,72,50.8362455791667,-115.221108736944,17,0.04,NA
"Fortress Ridge","22_047",2022-02-16,73,50.8362333508333,-115.221143984722,18,0.05,NA
"Fortress Ridge","22_047",2022-02-16,74,50.8362240647222,-115.221180266111,19,0.06,NA
"Fortress Ridge","22_047",2022-02-16,75,50.8362122727778,-115.221216680833,20,0.04,NA
"Bonsai","22_047",2022-02-16,78,50.8210916811111,-115.214084792778,1,1.78,114
"Bonsai","22_047",2022-02-16,79,50.8210775225,-115.214079112222,2,1.83,114
"Bonsai","22_047",2022-02-16,80,50.8210478547222,-115.214051059722,3,1.8,114
"Bonsai","22_047",2022-02-16,81,50.8210530872222,-115.214088608333,4,1.76,114
"Bonsai","22_047",2022-02-16,82,50.8210444980556,-115.214119894722,5,1.83,114
"Bonsai","22_047",2022-02-16,83,50.8210273161111,-115.214157817222,6,1.73,114
"Bonsai","22_047",2022-02-16,84,50.8210042041667,-115.214157510556,7,1.75,114
"Bonsai","22_047",2022-02-16,85,50.8209839572222,-115.214157363611,8,1.95,114
"Bonsai","22_047",2022-02-16,86,50.8209543216667,-115.214152285,9,1.79,114
"Bonsai","22_047",2022-02-16,87,50.82092818,-115.214154952778,10,1.82,114
"Bonsai","22_047",2022-02-16,88,50.8209084344444,-115.214152489722,11,1.74,114
"Fortress Ridge South","22_068",2022-03-09,1,50.8383435030556,-115.215804150278,1,2.9,162
"Fortress Ridge South","22_068",2022-03-09,2,50.8383229902778,-115.215808521667,2,2.95,162
"Fortress Ridge South","22_068",2022-03-09,3,50.8383001963889,-115.215817774722,3,2.42,162
"Fortress Ridge South","22_068",2022-03-09,4,50.8382807725,-115.2158286325,4,1.84,162
"Fortress Ridge South","22_068",2022-03-09,5,50.8382625611111,-115.215839466667,5,2.35,162
"Fortress Ridge South","22_068",2022-03-09,6,50.8382376147222,-115.215848491944,6,1.77,162
"Fortress Ridge South","22_068",2022-03-09,7,50.8382114805556,-115.215870568056,7,2.15,162
"Fortress Ridge South","22_068",2022-03-09,8,50.838177975,-115.215892521667,8,2.52,162
"Fortress Ridge","22_068",2022-03-09,11,50.8365037794444,-115.220296375556,1,0.61,68
"Fortress Ridge","22_068",2022-03-09,12,50.8365015516667,-115.220327584722,2,0.35,68
"Fortress Ridge","22_068",2022-03-09,13,50.8365029602778,-115.220372513056,3,0.22,68
"Fortress Ridge","22_068",2022-03-09,14,50.8364992416667,-115.220407573611,4,0.23,68
"Fortress Ridge","22_068",2022-03-09,15,50.8364929636111,-115.220453329167,5,0.14,68
"Fortress Ridge","22_068",2022-03-09,16,50.8364857880556,-115.220500515556,6,0.23,68
"Fortress Ridge","22_068",2022-03-09,17,50.8364718244444,-115.220538500833,7,0.11,68
"Fortress Ridge","22_068",2022-03-09,18,50.8364575844444,-115.220570114167,8,0.2,68
"Fortress Ridge","22_068",2022-03-09,19,50.836437425,-115.2205992075,9,0.17,68
"Fortress Ridge","22_068",2022-03-09,20,50.8364190577778,-115.220627061389,10,0.24,68
"Fortress Ridge","22_068",2022-03-09,21,50.8363998994444,-115.220657263056,11,0.18,68
"Fortress Ridge","22_068",2022-03-09,22,50.8363809691667,-115.220680785556,12,0.15,68
"Fortress Ridge","22_068",2022-03-09,23,50.8363625933333,-115.220706880278,13,0.23,68
"Fortress Ridge","22_068",2022-03-09,24,50.8363444277778,-115.220728128333,14,0.18,68
"Fortress Ridge","22_068",2022-03-09,25,50.8363244836111,-115.220747795833,15,0.19,68
"Fortress Ridge","22_068",2022-03-09,26,50.8363028197222,-115.220774969167,16,0.2,68
"Fortress Ridge","22_068",2022-03-09,27,50.8362834997222,-115.220803955278,17,0.18,68
"Fortress Ridge","22_068",2022-03-09,28,50.8362618522222,-115.220832844167,18,0.23,68
"Fortress Ridge","22_068",2022-03-09,29,50.8362445188889,-115.220863145833,19,0.18,68
"Fortress Ridge","22_068",2022-03-09,30,50.8362304822222,-115.220893783333,20,0.28,68
"Bonsai","22_068",2022-03-09,31,50.8210929075,-115.214076494444,1,2.12,114
"Bonsai","22_068",2022-03-09,32,50.8210791205556,-115.214075849722,2,2.11,114
"Bonsai","22_068",2022-03-09,33,50.8210595419445,-115.214074274722,3,2.16,114
"Bonsai","22_068",2022-03-09,34,50.8210421102778,-115.214072200833,4,2.13,114
"Bonsai","22_068",2022-03-09,35,50.8210396308333,-115.214100559167,5,2.12,114
"Bonsai","22_068",2022-03-09,36,50.8210380480556,-115.214129812778,6,2.13,114
"Bonsai","22_068",2022-03-09,37,50.8210332980556,-115.214156695278,7,2.05,114
"Bonsai","22_068",2022-03-09,38,50.8210096561111,-115.214159081111,8,2.08,114
"Bonsai","22_068",2022-03-09,39,50.8209904416667,-115.214157715556,9,2.15,114
"Bonsai","22_068",2022-03-09,40,50.8209718283333,-115.214157929722,10,2.14,114
"Bonsai","22_068",2022-03-09,41,50.8209518372222,-115.214159694444,11,2.15,114
"Bonsai","22_068",2022-03-09,42,50.8209316388889,-115.214159471389,12,2.11,114
"Bonsai","22_068",2022-03-09,43,50.8209114497222,-115.214155268056,13,2.09,114
"Canadian Ridge","22_068",2022-03-09,46,50.8215097069444,-115.206282582222,1,0.51,114
"Canadian Ridge","22_068",2022-03-09,47,50.8215207394444,-115.206309926111,2,0.55,114
"Canadian Ridge","22_068",2022-03-09,48,50.8215315969444,-115.206346647222,3,1.3,114
"Canadian Ridge","22_068",2022-03-09,49,50.8215436502778,-115.206382848333,4,1.6,114
"Canadian Ridge","22_068",2022-03-09,50,50.8215520408333,-115.206413958056,5,1.75,114
"Canadian Ridge","22_068",2022-03-09,51,50.8215633502778,-115.206450118056,6,1.9,114
"Canadian Ridge","22_068",2022-03-09,52,50.8215727091667,-115.2064815725,7,1.85,114
"Canadian Ridge","22_068",2022-03-09,53,50.8215834636111,-115.206514752222,8,1.7,114
"Canadian Ridge","22_068",2022-03-09,54,50.8215973161111,-115.206552685,9,1.5,114
"Canadian Ridge","22_068",2022-03-09,55,50.8216076072222,-115.206583823611,10,1.35,114
"Canadian Ridge","22_068",2022-03-09,56,50.8216168486111,-115.206617513056,11,1.24,114
"Canadian Ridge","22_068",2022-03-09,57,50.8216249247222,-115.206646114167,12,1.2,114
"Canadian Ridge","22_068",2022-03-09,58,50.8216320577778,-115.206679490278,13,1.2,114
"Canadian Ridge","22_068",2022-03-09,59,50.8216431311111,-115.206714051111,14,1.22,114
"Canadian Ridge","22_068",2022-03-09,60,50.8216560752778,-115.206745432222,15,1.14,114
"Canadian Ridge","22_068",2022-03-09,61,50.8216644452778,-115.206771893889,16,1.22,114
"Canadian Ridge","22_068",2022-03-09,62,50.8216733041667,-115.206802879167,17,1.19,114
"Canadian Ridge","22_068",2022-03-09,63,50.8216842094444,-115.206838208889,18,1.33,114
"Powerline","22_068",2022-03-09,64,50.8259628194444,-115.198192656111,1,1.82,114
"Powerline","22_068",2022-03-09,65,50.8259579238889,-115.198153255278,2,1.18,114
"Powerline","22_068",2022-03-09,67,50.8259677766667,-115.198081898333,4,1.45,114
"Powerline","22_068",2022-03-09,68,50.8259819030556,-115.198040458611,5,0.97,114
"Powerline","22_068",2022-03-09,69,50.8259933030556,-115.198005379722,6,1.3,114
"Powerline","22_068",2022-03-09,70,50.8259949286111,-115.197979649167,7,1.41,114
"Powerline","22_068",2022-03-09,71,50.8260070741667,-115.197946514444,8,1.32,114
"Powerline","22_068",2022-03-09,72,50.8260179588889,-115.197921261111,9,1.54,114
"Powerline","22_068",2022-03-09,73,50.826034005,-115.197900489444,10,1.46,114
"Powerline","22_068",2022-03-09,74,50.8260465955556,-115.197865948333,11,1.4,114
"Powerline","22_068",2022-03-09,75,50.8260510341667,-115.197834895,12,1.68,114
"Powerline","22_068",2022-03-09,76,50.8260564191667,-115.197802257778,13,1.5,114
"Powerline","22_068",2022-03-09,77,50.8260615280556,-115.197766009722,14,1.55,114
"Powerline","22_068",2022-03-09,78,50.8260779319444,-115.1977324125,15,1.64,114
"Powerline","22_068",2022-03-09,79,50.8260885377778,-115.197705837778,16,1.75,114
"Powerline","22_081",2022-03-22,92,50.8259629638889,-115.198187428611,1,1.72,172
"Powerline","22_081",2022-03-22,94,50.8259634694444,-115.198090118611,3,1.5,172
"Powerline","22_081",2022-03-22,102,50.8260379641667,-115.197784319167,11,1.63,172
"Powerline","22_081",2022-03-22,103,50.8260522638889,-115.197749613333,12,1.59,172
"Powerline","22_081",2022-03-22,104,50.8260808747222,-115.197715272222,13,1.65,172
"Bonsai","22_081",2022-03-22,105,50.8210951941667,-115.214083779722,1,2.05,116
"Bonsai","22_081",2022-03-22,105,50.8210951941667,-115.214083779722,1,2.05,116
"Bonsai","22_081",2022-03-22,106,50.8210759572222,-115.214075450278,2,2.13,116
"Bonsai","22_081",2022-03-22,106,50.8210759572222,-115.214075450278,2,2.13,116
"Bonsai","22_081",2022-03-22,107,50.8210560075,-115.214072069722,3,2.14,116
"Bonsai","22_081",2022-03-22,107,50.8210560075,-115.214072069722,3,2.14,116
"Bonsai","22_081",2022-03-22,108,50.8210424566667,-115.214080978333,4,2.04,116
"Bonsai","22_081",2022-03-22,108,50.8210424566667,-115.214080978333,4,2.04,116
"Bonsai","22_081",2022-03-22,109,50.8210396858333,-115.214111691111,5,2.08,116
"Bonsai","22_081",2022-03-22,109,50.8210396858333,-115.214111691111,5,2.08,116
"Bonsai","22_081",2022-03-22,110,50.8210366108333,-115.2141477975,6,2.1,116
"Bonsai","22_081",2022-03-22,110,50.8210366108333,-115.2141477975,6,2.1,116
"Bonsai","22_081",2022-03-22,111,50.8210087266667,-115.214157696389,7,2.07,116
"Bonsai","22_081",2022-03-22,111,50.8210087266667,-115.214157696389,7,2.07,116
"Bonsai","22_081",2022-03-22,112,50.8209863980556,-115.214151523333,8,2.09,116
"Bonsai","22_081",2022-03-22,112,50.8209863980556,-115.214151523333,8,2.09,116
"Bonsai","22_081",2022-03-22,113,50.8209592155556,-115.214146533611,9,2.22,116
"Bonsai","22_081",2022-03-22,113,50.8209592155556,-115.214146533611,9,2.22,116
"Bonsai","22_081",2022-03-22,114,50.8209342775,-115.214144634167,10,2.14,116
"Bonsai","22_081",2022-03-22,114,50.8209342775,-115.214144634167,10,2.14,116
"Bonsai","22_081",2022-03-22,115,50.8209127583333,-115.214145765556,11,2.18,116
"Bonsai","22_081",2022-03-22,115,50.8209127583333,-115.214145765556,11,2.18,116
"Bonsai","22_081",2022-03-22,116,50.8209479244444,-115.214095515278,12,2.09,116
"Bonsai","22_081",2022-03-22,116,50.8209479244444,-115.214095515278,12,2.09,116
"Bonsai","22_081",2022-03-22,117,50.8209481027778,-115.214088259722,13,2.12,116
"Bonsai","22_081",2022-03-22,117,50.8209481027778,-115.214088259722,13,2.12,116
"Fortress Ridge South","22_096",2022-04-06,97,50.8383378369444,-115.215804377222,1,1.56,163
"Fortress Ridge South","22_096",2022-04-06,98,50.8383052975,-115.21581887,2,2.29,163
"Fortress Ridge South","22_096",2022-04-06,99,50.8382721486111,-115.215835156389,3,2.42,163
"Fortress Ridge South","22_096",2022-04-06,100,50.8382387961111,-115.215851413611,4,2.55,163
"Fortress Ridge South","22_096",2022-04-06,101,50.8382004275,-115.215874124722,5,0.9,163
"Fortress Ridge South","22_096",2022-04-06,102,50.8381647397222,-115.215866855278,6,2.72,163
"Fortress Ridge South","22_096",2022-04-06,105,50.8381310838889,-115.215862016944,7,1.93,163
"Fortress Ridge","22_096",2022-04-06,106,50.8364438788889,-115.2205515175,1,0.03,NA
"Fortress Ridge","22_096",2022-04-06,107,50.8364252225,-115.220605851667,2,0,NA
"Fortress Ridge","22_096",2022-04-06,108,50.8364058061111,-115.2206576525,3,0.01,NA
"Fortress Ridge","22_096",2022-04-06,109,50.8363877569444,-115.2207063725,4,0,NA
"Fortress Ridge","22_096",2022-04-06,110,50.8363653444444,-115.220763102778,5,0,NA
"Fortress Ridge","22_096",2022-04-06,111,50.8363500047222,-115.220817350556,6,0,NA
"Fortress Ridge","22_096",2022-04-06,112,50.8363299616667,-115.220870358889,7,0,NA
"Fortress Ridge","22_096",2022-04-06,113,50.8363109377778,-115.220921426944,8,0.01,NA
"Fortress Ridge","22_096",2022-04-06,114,50.8362920494444,-115.220971474722,9,0.01,NA
"Fortress Ridge","22_096",2022-04-06,115,50.8362731044444,-115.221020644722,10,0,NA
"Fortress Ridge","22_096",2022-04-06,116,50.8362529875,-115.221066713889,11,0,NA
"Fortress Ridge","22_096",2022-04-06,117,50.83623178,-115.221117345833,12,0.01,NA
"Fortress Ridge","22_096",2022-04-06,118,50.8362106575,-115.2211629825,13,0,NA
"Fortress Ridge","22_096",2022-04-06,119,50.8361856291667,-115.221211800278,14,0,NA
"Fortress Ridge","22_096",2022-04-06,120,50.8361652455556,-115.221256989722,15,0,NA
"Fortress Ridge","22_096",2022-04-06,121,50.8361457430556,-115.221301682778,16,0,NA
"Fortress Ridge","22_096",2022-04-06,122,50.8361251730556,-115.221349705278,17,0,NA
"Fortress Ridge","22_096",2022-04-06,123,50.83610473,-115.221399928889,18,0,NA
"Fortress Ridge","22_096",2022-04-06,124,50.8360883952778,-115.221453823333,19,0.02,NA
"Fortress Ridge","22_096",2022-04-06,125,50.8360769411111,-115.221507450278,20,0,NA
"Bonsai","22_096",2022-04-06,128,50.8210953469444,-115.214079174167,1,2.18,163
"Bonsai","22_096",2022-04-06,129,50.8210672441667,-115.214076801944,2,1.93,163
"Bonsai","22_096",2022-04-06,130,50.8210443455556,-115.214070259444,3,2.24,163
"Bonsai","22_096",2022-04-06,131,50.821038435,-115.214108270833,4,2.23,163
"Bonsai","22_096",2022-04-06,132,50.8210343197222,-115.214154649444,5,2.15,163
"Bonsai","22_096",2022-04-06,133,50.8210072686111,-115.214155159444,6,2.23,163
"Bonsai","22_096",2022-04-06,134,50.8209769797222,-115.214145793611,7,2.22,163
"Bonsai","22_096",2022-04-06,135,50.8209431544444,-115.214143298333,8,2.26,163
"Bonsai","22_096",2022-04-06,136,50.8209069283333,-115.2141424275,9,2.26,163
"Bonsai","22_096",2022-04-06,137,50.8208707752778,-115.214143386111,10,1.94,163
"Canadian Ridge","22_096",2022-04-06,138,50.8215316769444,-115.20631045,1,0.6,164
"Canadian Ridge","22_096",2022-04-06,139,50.8215424505556,-115.206354492222,2,0.92,164
"Canadian Ridge","22_096",2022-04-06,140,50.8215518877778,-115.2063937025,3,1.35,164
"Canadian Ridge","22_096",2022-04-06,141,50.8215655725,-115.206430234444,4,1.59,164
"Canadian Ridge","22_096",2022-04-06,142,50.8215775644444,-115.206480918611,5,1.64,164
"Canadian Ridge","22_096",2022-04-06,143,50.8215906044444,-115.206517940278,6,1.55,164
"Canadian Ridge","22_096",2022-04-06,144,50.8216058641667,-115.2065699075,7,1.24,164
"Canadian Ridge","22_096",2022-04-06,145,50.8216215488889,-115.206607950556,8,1.12,164
"Canadian Ridge","22_096",2022-04-06,146,50.8216301866667,-115.206648495278,9,1.09,164
"Canadian Ridge","22_096",2022-04-06,147,50.8216420288889,-115.206695527778,10,0.75,164
"Canadian Ridge","22_096",2022-04-06,148,50.8216525594444,-115.206725806389,11,1.2,164
"Canadian Ridge","22_096",2022-04-06,149,50.8216628225,-115.206763173611,12,1.26,164
"Canadian Ridge","22_096",2022-04-06,150,50.8216868677778,-115.206817496389,13,1.08,164
