"Site","Identifier","Date","GPS_ID","Latitude","Longitude","Point","Hs_insitu","Tare"
"Fortress Ridge South","22_110",2022-04-20,95,50.8383473716667,-115.2157913975,1,2.27,165
"Fortress Ridge South","22_110",2022-04-20,96,50.8383257808333,-115.215804816944,2,2.62,165
"Fortress Ridge South","22_110",2022-04-20,97,50.83830057,-115.215820503889,3,2.4,165
"Fortress Ridge South","22_110",2022-04-20,98,50.8382864344444,-115.21584899,4,1.85,165
"Fortress Ridge South","22_110",2022-04-20,99,50.8382511755556,-115.215858394444,5,2.8,165
"Fortress Ridge South","22_110",2022-04-20,100,50.8382208161111,-115.215870415278,6,2.65,165
"Fortress Ridge South","22_110",2022-04-20,101,50.8381922683333,-115.215877198333,7,2.55,165
"Fortress Ridge South","22_110",2022-04-20,102,50.8381621283333,-115.215871979167,8,2.6,165
"Fortress Ridge South","22_110",2022-04-20,103,50.8381381197222,-115.215866354722,9,2.36,165
"Fortress Ridge","22_110",2022-04-20,106,50.8364455405556,-115.2205650625,1,0.07,NA
"Fortress Ridge","22_110",2022-04-20,107,50.8364344166667,-115.220616337222,2,0.03,NA
"Fortress Ridge","22_110",2022-04-20,108,50.8364220469444,-115.220666139722,3,0,NA
"Fortress Ridge","22_110",2022-04-20,109,50.8364078063889,-115.220719289444,4,0,NA
"Fortress Ridge","22_110",2022-04-20,110,50.8363972180556,-115.220771090833,5,0.02,NA
"Fortress Ridge","22_110",2022-04-20,111,50.8363828302778,-115.220822544167,6,0.01,NA
"Fortress Ridge","22_110",2022-04-20,112,50.8363665911111,-115.220871950278,7,0.09,NA
"Fortress Ridge","22_110",2022-04-20,113,50.836354195,-115.22092581,8,0.02,NA
"Fortress Ridge","22_110",2022-04-20,114,50.8363419794444,-115.220976256944,9,0.01,NA
"Fortress Ridge","22_110",2022-04-20,115,50.8363265686111,-115.221029156667,10,0.03,NA
"Fortress Ridge","22_110",2022-04-20,116,50.8363127530556,-115.221087563889,11,0,NA
"Fortress Ridge","22_110",2022-04-20,117,50.8362943636111,-115.221152209722,12,0,NA
"Fortress Ridge","22_110",2022-04-20,118,50.8362758661111,-115.221206013889,13,0.03,NA
"Fortress Ridge","22_110",2022-04-20,119,50.8362465541667,-115.221279540833,14,0.02,NA
"Fortress Ridge","22_110",2022-04-20,120,50.8362224330556,-115.221334514167,15,0,NA
"Fortress Ridge","22_110",2022-04-20,121,50.8362082375,-115.221380643333,16,0.05,NA
"Fortress Ridge","22_110",2022-04-20,122,50.8361950472222,-115.221438431389,17,0.03,NA
"Fortress Ridge","22_110",2022-04-20,123,50.8361829925,-115.221489685278,18,0.02,NA
"Fortress Ridge","22_110",2022-04-20,124,50.8361711313889,-115.221546986389,19,0.08,NA
"Fortress Ridge","22_110",2022-04-20,125,50.8361675825,-115.221601508611,20,0.03,NA
"Bonsai","22_110",2022-04-20,126,50.8210936463889,-115.214083461667,1,2.35,165
"Bonsai","22_110",2022-04-20,127,50.8210711730556,-115.214074848056,2,2.5,165
"Bonsai","22_110",2022-04-20,128,50.821046015,-115.214069780833,3,2.46,165
"Bonsai","22_110",2022-04-20,129,50.8210386841667,-115.214102843333,4,2.32,165
"Bonsai","22_110",2022-04-20,130,50.8210350697222,-115.214138681111,5,2.33,165
"Bonsai","22_110",2022-04-20,131,50.8210135591667,-115.214155561944,6,2.5,165
"Bonsai","22_110",2022-04-20,132,50.8209837997222,-115.214142849722,7,2.37,165
"Bonsai","22_110",2022-04-20,133,50.8209541661111,-115.214141298889,8,2.35,165
"Bonsai","22_110",2022-04-20,134,50.8209326183333,-115.214140586111,9,2.35,165
"Bonsai","22_110",2022-04-20,135,50.8209090241667,-115.214140437778,10,2.39,165
"Bonsai","22_110",2022-04-20,136,50.8208885408333,-115.214140629444,11,1.61,165
"Canadian Ridge","22_110",2022-04-20,139,50.8215358641667,-115.206276118056,1,0.76,164
"Canadian Ridge","22_110",2022-04-20,140,50.8215429847222,-115.206309413056,2,1.17,164
"Canadian Ridge","22_110",2022-04-20,141,50.8215516361111,-115.206346545,3,1.39,164
"Canadian Ridge","22_110",2022-04-20,142,50.8215586819444,-115.206378413333,4,1.64,164
"Canadian Ridge","22_110",2022-04-20,143,50.8215723922222,-115.206422022778,5,1.37,164
"Canadian Ridge","22_110",2022-04-20,144,50.82158501,-115.206466287778,6,1.64,164
"Canadian Ridge","22_110",2022-04-20,145,50.8215969883333,-115.206511613611,7,1.72,164
"Canadian Ridge","22_110",2022-04-20,146,50.8216066947222,-115.206554783333,8,1.53,164
"Canadian Ridge","22_110",2022-04-20,147,50.8216179052778,-115.206596335833,9,1.34,164
"Canadian Ridge","22_110",2022-04-20,148,50.8216285791667,-115.206636746944,10,1.31,164
"Canadian Ridge","22_110",2022-04-20,149,50.8216369613889,-115.206677358889,11,1.25,164
"Canadian Ridge","22_110",2022-04-20,150,50.8216493425,-115.206716233611,12,1.35,164
"Canadian Ridge","22_110",2022-04-20,151,50.8216641344444,-115.206750860833,13,1.29,164
"Canadian Ridge","22_110",2022-04-20,152,50.8216750241667,-115.206777895833,14,1.29,164
"Canadian Ridge","22_110",2022-04-20,153,50.8216870036111,-115.206810002222,15,1.18,164
"Canadian Ridge","22_110",2022-04-20,154,50.8216999633333,-115.20684257,16,1.17,164
"Bonsai","22_118",2022-04-28,92,50.8210972736111,-115.214081792778,1,2.09,115
"Bonsai","22_118",2022-04-28,93,50.8210700602778,-115.214076356667,2,2.24,115
"Bonsai","22_118",2022-04-28,94,50.8210442527778,-115.214069105278,3,2.28,115
"Bonsai","22_118",2022-04-28,95,50.8210399480556,-115.214101443056,4,2.2,115
"Bonsai","22_118",2022-04-28,96,50.8210383355556,-115.214133542222,5,2.27,115
"Bonsai","22_118",2022-04-28,97,50.8210323691667,-115.214156824444,6,2.07,115
"Bonsai","22_118",2022-04-28,98,50.8210068855556,-115.214153300833,7,2.2,115
"Bonsai","22_118",2022-04-28,99,50.8209849136111,-115.214145092778,8,2.31,115
"Bonsai","22_118",2022-04-28,100,50.8209547616667,-115.214142014722,9,2.19,115
"Bonsai","22_118",2022-04-28,101,50.8209343658333,-115.214141066944,10,2.25,115
"Bonsai","22_118",2022-04-28,102,50.8209076127778,-115.214140795556,11,2.24,115
"Bonsai","22_118",2022-04-28,103,50.8208834772222,-115.214136564167,12,2.2,115
"Canadian Ridge","22_118",2022-04-28,104,50.8215419902778,-115.206287371111,1,0.82,115
"Canadian Ridge","22_118",2022-04-28,105,50.8215516741667,-115.206334422222,2,1.38,115
"Canadian Ridge","22_118",2022-04-28,106,50.8215611730556,-115.206386733889,3,1.72,115
"Canadian Ridge","22_118",2022-04-28,107,50.8215741225,-115.206429085,4,1.75,115
"Canadian Ridge","22_118",2022-04-28,108,50.8215850986111,-115.206464775833,5,1.73,115
"Canadian Ridge","22_118",2022-04-28,109,50.8215973958333,-115.206507477778,6,1.7,115
"Canadian Ridge","22_118",2022-04-28,110,50.8216080811111,-115.206543533611,7,1.43,115
"Canadian Ridge","22_118",2022-04-28,111,50.8216150077778,-115.206580470556,8,1.31,115
"Canadian Ridge","22_118",2022-04-28,112,50.8216235241667,-115.206617171667,9,1.23,115
"Canadian Ridge","22_118",2022-04-28,113,50.8216320255556,-115.206659728889,10,1.15,115
"Canadian Ridge","22_118",2022-04-28,114,50.8216383891667,-115.206690197222,11,1.18,115
"Canadian Ridge","22_118",2022-04-28,115,50.8216514252778,-115.206720715833,12,1.31,115
"Canadian Ridge","22_118",2022-04-28,116,50.8216644966667,-115.206753623611,13,1.19,115
"Canadian Ridge","22_118",2022-04-28,117,50.8216778238889,-115.206786705,14,1.2,115
"Canadian Ridge","22_118",2022-04-28,118,50.8216929202778,-115.206826828611,15,1.14,115
"Powerline","22_118",2022-04-28,119,50.8259557577778,-115.198147623333,1,1.18,115
"Powerline","22_118",2022-04-28,120,50.8259576416667,-115.198102601389,2,1.58,115
"Powerline","22_118",2022-04-28,121,50.8259673247222,-115.198075431944,3,1.58,115
"Powerline","22_118",2022-04-28,122,50.8259841813889,-115.198039376944,4,0.97,115
"Powerline","22_118",2022-04-28,123,50.8259954202778,-115.198003403611,5,1.55,115
"Powerline","22_118",2022-04-28,124,50.825994495,-115.197962795556,6,1.39,115
"Powerline","22_118",2022-04-28,126,50.8260116827778,-115.197930874722,7,1.41,115
"Powerline","22_118",2022-04-28,127,50.8260301163889,-115.197902575,8,1.69,115
"Powerline","22_118",2022-04-28,128,50.8260474461111,-115.197841380556,9,1.79,115
"Powerline","22_118",2022-04-28,129,50.8260553172222,-115.197795099444,10,1.79,115
"Powerline","22_118",2022-04-28,130,50.8260608686111,-115.197754633056,11,1.62,115
"Powerline","22_118",2022-04-28,131,50.8260859319444,-115.197727487222,12,1.77,115
"Powerline","22_118",2022-04-28,132,50.8261005438889,-115.197702754167,13,1.81,115
"Fortress Ridge South","22_123",2022-05-03,7,50.8382153783333,-115.215871286667,7,2.52,163
"Fortress Ridge South","22_123",2022-05-03,8,50.8382408311111,-115.215865533056,6,2.63,163
"Fortress Ridge South","22_123",2022-05-03,9,50.8382982141667,-115.215821623056,4,2.19,163
"Fortress Ridge South","22_123",2022-05-03,10,50.8383220008333,-115.215804498889,3,2.58,163
"Fortress Ridge","22_123",2022-05-03,13,50.8364630752778,-115.220542537222,1,0,NA
"Fortress Ridge","22_123",2022-05-03,14,50.836444085,-115.220601308333,2,0,NA
"Fortress Ridge","22_123",2022-05-03,15,50.8364227636111,-115.220658771389,3,0,NA
"Fortress Ridge","22_123",2022-05-03,16,50.8364014088889,-115.220710976389,4,0,NA
"Fortress Ridge","22_123",2022-05-03,17,50.8363809638889,-115.220758017778,5,0,NA
"Fortress Ridge","22_123",2022-05-03,18,50.8363566941667,-115.220811079444,6,0,NA
"Fortress Ridge","22_123",2022-05-03,19,50.8363334738889,-115.220864445,7,0,NA
"Fortress Ridge","22_123",2022-05-03,20,50.8363106080556,-115.220913403056,8,0,NA
"Fortress Ridge","22_123",2022-05-03,21,50.8362875980556,-115.220961729722,9,0,NA
"Fortress Ridge","22_123",2022-05-03,22,50.8362636033333,-115.221007386111,10,0,NA
"Fortress Ridge","22_123",2022-05-03,23,50.8362394058333,-115.221055645556,11,0,NA
"Fortress Ridge","22_123",2022-05-03,24,50.8362157947222,-115.221104343889,12,0,NA
"Fortress Ridge","22_123",2022-05-03,25,50.8361911744444,-115.221153692222,13,0,NA
"Fortress Ridge","22_123",2022-05-03,26,50.8361673897222,-115.221206721944,14,0,NA
"Fortress Ridge","22_123",2022-05-03,27,50.8361452144444,-115.221253938611,15,0,NA
"Fortress Ridge","22_123",2022-05-03,28,50.8361222452778,-115.221306638056,16,0,NA
"Fortress Ridge","22_123",2022-05-03,29,50.8360979555556,-115.221359183333,17,0,NA
"Fortress Ridge","22_123",2022-05-03,30,50.8360750872222,-115.221412471111,18,0,NA
"Fortress Ridge","22_123",2022-05-03,31,50.8360565925,-115.221468116111,19,0,NA
"Fortress Ridge","22_123",2022-05-03,32,50.8360344413889,-115.2215202,20,0,NA
"Fortress Ridge","22_123",2022-05-03,33,50.8360549369444,-115.221557327778,21,0,NA
"Fortress Ridge","22_123",2022-05-03,34,50.83616336,-115.221411064722,22,0,NA
"Bonsai","22_123",2022-05-03,37,50.8211006308333,-115.214078611667,1,1.98,165
"Bonsai","22_123",2022-05-03,38,50.8210716311111,-115.214075373333,2,2.17,165
"Bonsai","22_123",2022-05-03,39,50.8210534902778,-115.214071934722,3,1.77,165
"Bonsai","22_123",2022-05-03,40,50.8210414447222,-115.214081571111,4,1.95,165
"Bonsai","22_123",2022-05-03,41,50.8210378530556,-115.214130171944,5,1.84,165
"Bonsai","22_123",2022-05-03,42,50.8210261091667,-115.214154825278,6,1.68,165
"Bonsai","22_123",2022-05-03,43,50.8210007705556,-115.214150994444,7,2.01,165
"Bonsai","22_123",2022-05-03,44,50.8209691163889,-115.214142988056,8,1.87,165
"Bonsai","22_123",2022-05-03,45,50.8209437213889,-115.214141097222,9,1.87,165
"Bonsai","22_123",2022-05-03,46,50.8209168844445,-115.214141496111,10,2.13,165
"Bonsai","22_123",2022-05-03,47,50.8209000280556,-115.214139651667,11,1.54,165
"Bonsai","22_123",2022-05-03,48,50.8208729586111,-115.214139252222,12,1.86,165
"Canadian Ridge","22_123",2022-05-03,51,50.8215448191667,-115.206280801389,1,0.8,164
"Canadian Ridge","22_123",2022-05-03,52,50.8215505677778,-115.206332438333,2,1.32,164
"Canadian Ridge","22_123",2022-05-03,53,50.8215619305556,-115.206376475,3,1.64,164
"Canadian Ridge","22_123",2022-05-03,54,50.8215713013889,-115.206414828056,4,1.63,164
"Canadian Ridge","22_123",2022-05-03,55,50.8215833641667,-115.206453662778,5,1.62,164
"Canadian Ridge","22_123",2022-05-03,56,50.8215935627778,-115.206492381667,6,1.65,164
"Canadian Ridge","22_123",2022-05-03,57,50.8216044363889,-115.206530460278,7,1.49,164
"Canadian Ridge","22_123",2022-05-03,58,50.8216150166667,-115.206572594722,8,1.25,164
"Canadian Ridge","22_123",2022-05-03,59,50.8216236325,-115.206609605278,9,1.14,164
"Canadian Ridge","22_123",2022-05-03,60,50.8216321222222,-115.206653975278,10,1.1,164
"Canadian Ridge","22_123",2022-05-03,61,50.8216423116667,-115.206692790278,11,0.79,164
"Canadian Ridge","22_123",2022-05-03,62,50.8216490419444,-115.206716708889,12,1.16,164
"Canadian Ridge","22_123",2022-05-03,63,50.8216666544444,-115.206755363611,13,1.08,164
"Canadian Ridge","22_123",2022-05-03,64,50.8216774497222,-115.206780950278,14,1.1,164
"Canadian Ridge","22_123",2022-05-03,65,50.8216913019444,-115.206815565556,15,0.96,164
"Powerline","22_123",2022-05-03,67,50.8259648444444,-115.198197686389,1,1.42,118
"Powerline","22_123",2022-05-03,68,50.8259568419444,-115.198123091111,2,1.2,118
"Powerline","22_123",2022-05-03,70,50.8259599783333,-115.198096773611,4,1.5,118
"Powerline","22_123",2022-05-03,71,50.8259929894445,-115.197978280833,5,1.17,118
"Powerline","22_123",2022-05-03,72,50.8260028558333,-115.197948071667,6,0.97,118
"Powerline","22_123",2022-05-03,73,50.8260148822222,-115.197923321389,7,1.26,118
"Powerline","22_123",2022-05-03,74,50.8260297861111,-115.197915839444,8,1.54,118
"Powerline","22_123",2022-05-03,75,50.8260296288889,-115.197901936944,9,1.24,118
"Powerline","22_123",2022-05-03,76,50.8260442813889,-115.197873549722,10,1.48,118
"Powerline","22_123",2022-05-03,77,50.8260505072222,-115.197835392778,11,1.5,118
"Powerline","22_123",2022-05-03,78,50.8260557480556,-115.197795419167,12,1.34,118
"Powerline","22_123",2022-05-03,79,50.8260607788889,-115.197757176389,13,1.6,118
"Powerline","22_123",2022-05-03,80,50.8260815872222,-115.197734888889,14,1.3,118
"Powerline","22_123",2022-05-03,81,50.8260961611111,-115.197706683056,15,1.57,118
"Powerline","22_123",2022-05-03,82,50.8260494722222,-115.19835556,16,1.65,118
"Powerline","22_123",2022-05-03,83,50.8260483297222,-115.198355999444,17,1.79,118
"Fortress Ridge South","22_123",2022-05-03,2,50.8383441005556,-115.215781043056,2,1.71,163
"Fortress Ridge South","22_123",2022-05-03,3,50.838270325,-115.215849023611,5,2.16,163
"Fortress Ridge South","22_123",2022-05-03,4,50.8381922380556,-115.215880129167,8,2.38,163
"Fortress Ridge South","22_123",2022-05-03,5,50.8381437413889,-115.215863139444,10,2.24,163
"Fortress Ridge South","22_123",2022-05-03,6,50.8381682661111,-115.215872037222,9,2.67,163
"Fortress Ridge South","22_144",2022-05-24,2,50.8383506572222,-115.215781861667,1,2.12,115
"Fortress Ridge South","22_144",2022-05-24,3,50.8383270447222,-115.215799020278,2,2.01,115
"Fortress Ridge South","22_144",2022-05-24,4,50.8383032669445,-115.2158110075,3,1.53,115
"Fortress Ridge South","22_144",2022-05-24,5,50.8382878836111,-115.215815481389,4,2.51,115
"Fortress Ridge South","22_144",2022-05-24,6,50.8382775741667,-115.215831238889,5,1.98,115
"Fortress Ridge South","22_144",2022-05-24,7,50.8382435969444,-115.215849982778,6,2.63,115
"Fortress Ridge South","22_144",2022-05-24,8,50.8382203144444,-115.215866028056,7,2.5,115
"Fortress Ridge South","22_144",2022-05-24,9,50.8381942733333,-115.215873235833,8,2.41,115
"Fortress Ridge South","22_144",2022-05-24,10,50.8381653125,-115.215867676944,9,2.54,115
"Fortress Ridge South","22_144",2022-05-24,11,50.8381433911111,-115.215862178889,10,2.31,115
"Bonsai","22_144",2022-05-24,33,50.8210904544444,-115.214087468611,1,1.84,115
"Bonsai","22_144",2022-05-24,34,50.8210726011111,-115.214072778056,2,2,115
"Bonsai","22_144",2022-05-24,35,50.8210520963889,-115.214068266944,3,1.94,115
"Bonsai","22_144",2022-05-24,36,50.8210405108333,-115.214081534167,4,1.86,115
"Bonsai","22_144",2022-05-24,37,50.8210371986111,-115.214117920278,5,1.94,115
"Bonsai","22_144",2022-05-24,38,50.8210353444444,-115.214149988333,6,1.85,115
"Bonsai","22_144",2022-05-24,39,50.8210101280556,-115.214156074167,7,1.33,115
"Bonsai","22_144",2022-05-24,40,50.8209880108333,-115.214147205,8,1.94,115
"Bonsai","22_144",2022-05-24,41,50.8209646441667,-115.214146508889,9,2.02,115
"Bonsai","22_144",2022-05-24,42,50.8209414941667,-115.214145810278,10,2.03,115
"Bonsai","22_144",2022-05-24,43,50.8209162377778,-115.214141275278,11,2.15,115
"Bonsai","22_144",2022-05-24,44,50.8208980427778,-115.21414068,12,2.06,115
"Canadian Ridge","22_144",2022-05-24,48,50.8215357683333,-115.206267516944,1,0.54,115
"Canadian Ridge","22_144",2022-05-24,49,50.8215406533333,-115.206318789444,2,1.06,115
"Canadian Ridge","22_144",2022-05-24,50,50.8215488411111,-115.206349591667,3,1.32,115
"Canadian Ridge","22_144",2022-05-24,51,50.8215537611111,-115.2063872525,4,1.65,115
"Canadian Ridge","22_144",2022-05-24,52,50.8215658347222,-115.206433385833,5,1.76,115
"Canadian Ridge","22_144",2022-05-24,53,50.8215741441667,-115.206473431944,6,1.64,115
"Canadian Ridge","22_144",2022-05-24,54,50.8215834527778,-115.206509981111,7,1.58,115
"Canadian Ridge","22_144",2022-05-24,55,50.821594815,-115.206550021111,8,1.45,115
"Canadian Ridge","22_144",2022-05-24,56,50.8216079005556,-115.206585396667,9,1.31,115
"Canadian Ridge","22_144",2022-05-24,57,50.8216176113889,-115.206632655556,10,1.19,115
"Powerline","22_144",2022-05-24,58,50.8216273772222,-115.206678044167,1,1.14,115
"Canadian Ridge","22_144",2022-05-24,58,50.8216273772222,-115.206678044167,11,1.13,115
"Powerline","22_144",2022-05-24,59,50.8216442677778,-115.206714908056,2,1.44,115
"Canadian Ridge","22_144",2022-05-24,59,50.8216442677778,-115.206714908056,12,1.23,115
"Powerline","22_144",2022-05-24,60,50.8216558775,-115.206754933333,3,1.47,115
"Canadian Ridge","22_144",2022-05-24,60,50.8216558775,-115.206754933333,13,1.22,115
"Powerline","22_144",2022-05-24,61,50.8216729555556,-115.206789688611,4,0.83,115
"Canadian Ridge","22_144",2022-05-24,61,50.8216729555556,-115.206789688611,14,1.18,115
"Powerline","22_144",2022-05-24,62,50.8216911566667,-115.206825516389,5,1.23,115
"Canadian Ridge","22_144",2022-05-24,62,50.8216911566667,-115.206825516389,15,1.11,115
"Powerline","22_144",2022-05-24,63,50.8259954597222,-115.197982635833,6,1.36,115
"Powerline","22_144",2022-05-24,64,50.826000725,-115.197960559722,7,1.28,115
"Powerline","22_144",2022-05-24,65,50.8260166327778,-115.197924333056,8,1.46,115
"Powerline","22_144",2022-05-24,66,50.8260323858333,-115.197903754444,9,1.47,115
"Powerline","22_144",2022-05-24,67,50.8260449072222,-115.197871411111,10,1.21,115
"Powerline","22_144",2022-05-24,68,50.826052315,-115.197836158056,11,1.46,115
"Powerline","22_144",2022-05-24,69,50.8260561025,-115.197794607222,12,1.7,115
"Powerline","22_144",2022-05-24,70,50.8260661744444,-115.197758595833,13,1.44,115
"Powerline","22_144",2022-05-24,71,50.8260817858333,-115.197730238889,14,1.48,115
"Powerline","22_144",2022-05-24,72,50.8260931525,-115.197703308889,15,1.47,115
"Canadian Ridge","22_153",2022-06-02,123,50.8215406213889,-115.206282088056,1,0.38,114
"Canadian Ridge","22_153",2022-06-02,124,50.8215439752778,-115.206315476667,2,0.85,114
"Canadian Ridge","22_153",2022-06-02,125,50.8215507794445,-115.206356580833,3,1.19,114
"Canadian Ridge","22_153",2022-06-02,126,50.8215560316667,-115.206382166944,4,1.36,114
"Canadian Ridge","22_153",2022-06-02,127,50.8215598091667,-115.206413443333,5,1.39,114
"Canadian Ridge","22_153",2022-06-02,128,50.8215723055556,-115.206459578611,6,1.39,114
"Canadian Ridge","22_153",2022-06-02,129,50.8215800541667,-115.206487107222,7,1.36,114
"Canadian Ridge","22_153",2022-06-02,130,50.8215883986111,-115.206520277222,8,1.25,114
"Canadian Ridge","22_153",2022-06-02,131,50.8216065283333,-115.206575708889,9,1.14,114
"Canadian Ridge","22_153",2022-06-02,132,50.8216074788889,-115.206577161944,10,1.05,114
"Canadian Ridge","22_153",2022-06-02,133,50.8216138019444,-115.206608410833,11,1.04,114
"Canadian Ridge","22_153",2022-06-02,134,50.8216210894444,-115.206646800278,12,0.92,114
"Canadian Ridge","22_153",2022-06-02,135,50.8216314333333,-115.206680535556,13,0.82,114
"Canadian Ridge","22_153",2022-06-02,136,50.8216391827778,-115.206701799444,14,0.88,114
"Canadian Ridge","22_153",2022-06-02,137,50.8216488833333,-115.206735255278,15,0.59,114
"Canadian Ridge","22_153",2022-06-02,138,50.8216604355556,-115.206763290278,16,0.74,114
"Canadian Ridge","22_153",2022-06-02,139,50.8216684866667,-115.206780688611,17,0.93,114
"Canadian Ridge","22_153",2022-06-02,140,50.82168902,-115.206830901389,18,0.86,114
"Canadian Ridge","22_153",2022-06-02,141,50.8216977,-115.206787375556,19,0.73,114
"Canadian Ridge","22_153",2022-06-02,142,50.8217092727778,-115.206716036389,20,0.87,114
"Powerline","22_153",2022-06-02,147,50.8259651263889,-115.198194313889,1,1.31,69
"Powerline","22_153",2022-06-02,148,50.8259702122222,-115.198073075278,4,1.11,69
"Powerline","22_153",2022-06-02,149,50.8259984511111,-115.197961053611,7,1.01,69
"Powerline","22_153",2022-06-02,150,50.8260102055556,-115.19792657,8,1.09,69
"Powerline","22_153",2022-06-02,151,50.8260483177778,-115.197860479722,10,0.99,69
"Powerline","22_153",2022-06-02,152,50.8260552852778,-115.197820139722,11,1.18,69
"Powerline","22_153",2022-06-02,153,50.8260565325,-115.197780481111,12,1.16,69
"Powerline","22_153",2022-06-02,154,50.8260719413889,-115.197743263333,13,1.16,69
"Powerline","22_153",2022-06-02,155,50.8260874533333,-115.197707213889,14,1.23,69
"Fortress Ridge South","22_153",2022-06-02,91,50.8383412269444,-115.215795336944,1,2.13,164
"Fortress Ridge South","22_153",2022-06-02,91,50.8383412269444,-115.215795336944,1,2.13,164
"Fortress Ridge South","22_153",2022-06-02,92,50.8383183180556,-115.215793286111,2,2.22,164
"Fortress Ridge South","22_153",2022-06-02,92,50.8383183180556,-115.215793286111,2,2.22,164
"Fortress Ridge South","22_153",2022-06-02,93,50.838306025,-115.215797630833,3,1.54,164
"Fortress Ridge South","22_153",2022-06-02,93,50.838306025,-115.215797630833,3,1.54,164
"Fortress Ridge South","22_153",2022-06-02,94,50.8382901008333,-115.215804235278,4,1.89,164
"Fortress Ridge South","22_153",2022-06-02,94,50.8382901008333,-115.215804235278,4,1.89,164
"Fortress Ridge South","22_153",2022-06-02,95,50.8382709588889,-115.215819774167,5,2.03,164
"Fortress Ridge South","22_153",2022-06-02,95,50.8382709588889,-115.215819774167,5,2.03,164
"Fortress Ridge South","22_153",2022-06-02,96,50.8382575613889,-115.215835204167,6,2.05,164
"Fortress Ridge South","22_153",2022-06-02,96,50.8382575613889,-115.215835204167,6,2.05,164
"Fortress Ridge South","22_153",2022-06-02,97,50.8382436861111,-115.215852159167,7,2.22,164
"Fortress Ridge South","22_153",2022-06-02,97,50.8382436861111,-115.215852159167,7,2.22,164
"Fortress Ridge South","22_153",2022-06-02,98,50.8382416136111,-115.215850700278,8,2.33,164
"Fortress Ridge South","22_153",2022-06-02,98,50.8382416136111,-115.215850700278,8,2.33,164
"Fortress Ridge South","22_153",2022-06-02,99,50.8382420427778,-115.2158547675,9,1.72,164
"Fortress Ridge South","22_153",2022-06-02,99,50.8382420427778,-115.2158547675,9,1.72,164
"Fortress Ridge South","22_153",2022-06-02,100,50.838221965,-115.215864386389,10,2.33,164
"Fortress Ridge South","22_153",2022-06-02,100,50.838221965,-115.215864386389,10,2.33,164
"Fortress Ridge South","22_153",2022-06-02,101,50.8382049616667,-115.215871715,11,2.16,164
"Fortress Ridge South","22_153",2022-06-02,101,50.8382049616667,-115.215871715,11,2.16,164
"Fortress Ridge South","22_153",2022-06-02,102,50.8381890716667,-115.215872500278,12,2.16,164
"Fortress Ridge South","22_153",2022-06-02,102,50.8381890716667,-115.215872500278,12,2.16,164
"Fortress Ridge South","22_153",2022-06-02,103,50.8381691788889,-115.215862405278,13,2.41,164
"Fortress Ridge South","22_153",2022-06-02,103,50.8381691788889,-115.215862405278,13,2.41,164
"Fortress Ridge South","22_153",2022-06-02,104,50.83814325,-115.215855142222,14,2.16,164
"Fortress Ridge South","22_153",2022-06-02,104,50.83814325,-115.215855142222,14,2.16,164
"Fortress Ridge South","22_153",2022-06-02,105,50.8381089594444,-115.215814948889,15,2.09,164
"Fortress Ridge South","22_153",2022-06-02,105,50.8381089594444,-115.215814948889,15,2.09,164
"Bonsai","22_153",2022-06-02,109,50.8210949894444,-115.214091296389,1,1.47,119
"Bonsai","22_153",2022-06-02,110,50.8210732322222,-115.214075936111,2,1.44,119
"Bonsai","22_153",2022-06-02,111,50.8210481638889,-115.214070968056,3,1.64,119
"Bonsai","22_153",2022-06-02,112,50.8210425936111,-115.214091799444,4,1.59,119
"Bonsai","22_153",2022-06-02,113,50.8210388183333,-115.21412983,5,1.55,119
"Bonsai","22_153",2022-06-02,114,50.8210241919444,-115.214159535278,6,1.61,119
"Bonsai","22_153",2022-06-02,115,50.8209991566667,-115.214153935,7,1.64,119
