"Site","Identifier","Date","GPS_ID","Latitude","Longitude","Point","Hs_insitu","Tare"
"Bonsai","22_153",2022-06-02,116,50.8209792252778,-115.214146403056,8,1.67,119
"Bonsai","22_153",2022-06-02,117,50.8209558980556,-115.214145151389,9,1.7,119
"Bonsai","22_153",2022-06-02,118,50.8209302761111,-115.214142713056,10,1.72,119
"Bonsai","22_153",2022-06-02,119,50.8209086783333,-115.214140253611,11,1.79,119
"Bonsai","22_153",2022-06-02,120,50.8208878097222,-115.214137313611,12,1.79,119
"Fortress Ridge South","22_319",2022-11-15,35,50.8384166813889,-115.216243554722,1,0.74,114
"Fortress Ridge South","22_319",2022-11-15,36,50.8384005186111,-115.216198030833,2,1.1,114
"Fortress Ridge South","22_319",2022-11-15,37,50.8383798741667,-115.216149579444,3,1.09,114
"Fortress Ridge South","22_319",2022-11-15,38,50.8383572125,-115.216097439167,4,0.83,114
"Fortress Ridge South","22_319",2022-11-15,39,50.8383336305556,-115.216058911111,5,0.54,114
"Fortress Ridge South","22_319",2022-11-15,40,50.838310625,-115.216017379167,6,0.68,114
"Fortress Ridge South","22_319",2022-11-15,41,50.8382867552778,-115.215968144167,7,0.79,114
"Fortress Ridge South","22_319",2022-11-15,42,50.8382632833333,-115.215926265278,8,1.14,114
"Fortress Ridge South","22_319",2022-11-15,43,50.8382361052778,-115.215867486667,9,1.22,114
"Fortress Ridge South","22_319",2022-11-15,44,50.8382350269444,-115.215802001944,10,0.82,114
"Fortress Ridge South","22_319",2022-11-15,46,50.8381769780556,-115.2158262975,11,0.76,114
"Fortress Ridge South","22_319",2022-11-15,47,50.8381481494445,-115.215797871667,12,0.74,114
"Fortress Ridge South","22_319",2022-11-15,48,50.8381115002778,-115.215771021667,13,0.83,114
"Bonsai","22_319",2022-11-15,49,50.8210964475,-115.214081266111,1,0.68,72
"Bonsai","22_319",2022-11-15,50,50.8210757158333,-115.214075107222,2,0.67,72
"Bonsai","22_319",2022-11-15,51,50.8210523883333,-115.214075488333,3,0.72,72
"Bonsai","22_319",2022-11-15,52,50.8210319388889,-115.214076786111,4,0.69,72
"Bonsai","22_319",2022-11-15,53,50.8210289097222,-115.214102180278,5,0.69,72
"Bonsai","22_319",2022-11-15,54,50.8210271283333,-115.214131391389,6,0.7,72
"Bonsai","22_319",2022-11-15,55,50.8210154358333,-115.214154347778,7,0.71,72
"Bonsai","22_319",2022-11-15,56,50.8209932013889,-115.214153668056,8,0.74,72
"Bonsai","22_319",2022-11-15,57,50.8209737875,-115.214155898333,9,0.7,72
"Bonsai","22_319",2022-11-15,58,50.8209564477778,-115.214161670278,10,0.69,72
"Bonsai","22_319",2022-11-15,59,50.8209320816667,-115.214170353333,11,0.7,72
"Powerline","22_319",2022-11-15,62,50.8259666094444,-115.198200773611,1,0.43,72
"Powerline","22_319",2022-11-15,64,50.8259597013889,-115.198091016389,3,0.54,72
"Powerline","22_319",2022-11-15,69,50.8260214336111,-115.197903780556,8,0.64,72
"Powerline","22_319",2022-11-15,70,50.8260355011111,-115.197893283889,9,0.49,72
"Powerline","22_319",2022-11-15,72,50.8260637538889,-115.1978074675,11,0.6,72
"Powerline","22_319",2022-11-15,73,50.8260624969444,-115.197756415833,12,0.54,72
"Canadian Ridge","22_319",2022-11-15,79,50.8215299677778,-115.206286125278,1,0.43,72
"Canadian Ridge","22_319",2022-11-15,80,50.8215358258333,-115.206321690833,2,0.76,72
"Canadian Ridge","22_319",2022-11-15,81,50.8215458213889,-115.206357410833,3,0.86,72
"Canadian Ridge","22_319",2022-11-15,82,50.8215564075,-115.206396039722,4,1.09,72
"Canadian Ridge","22_319",2022-11-15,83,50.8215673630556,-115.206429125278,5,1.21,72
"Canadian Ridge","22_319",2022-11-15,84,50.8215765533333,-115.206445977222,6,0.96,72
"Canadian Ridge","22_319",2022-11-15,85,50.8215884266667,-115.206484648333,7,0.61,72
"Canadian Ridge","22_319",2022-11-15,86,50.8216026683333,-115.206523783333,8,0.56,72
"Canadian Ridge","22_319",2022-11-15,87,50.8216029963889,-115.206523917222,9,0.62,72
"Canadian Ridge","22_319",2022-11-15,88,50.8216170233333,-115.206590857778,10,0.61,72
"Canadian Ridge","22_319",2022-11-15,89,50.8216271688889,-115.206629270556,11,0.65,72
"Canadian Ridge","22_319",2022-11-15,90,50.8216338827778,-115.2066639675,12,0.55,72
"Canadian Ridge","22_319",2022-11-15,91,50.8216364211111,-115.206689798611,13,0.62,72
"Fortress Ridge South","23_017",2023-01-17,31,50.8383687469444,-115.215800859444,1,1.8,116
"Fortress Ridge South","23_017",2023-01-17,32,50.8383419202778,-115.215805480556,2,2.45,116
"Fortress Ridge South","23_017",2023-01-17,33,50.8383165980556,-115.215812495,3,2.45,116
"Fortress Ridge South","23_017",2023-01-17,34,50.8382878002778,-115.2158322875,4,0.97,116
"Fortress Ridge South","23_017",2023-01-17,35,50.8382596997222,-115.215843890278,5,2.4,116
"Fortress Ridge South","23_017",2023-01-17,36,50.8382447297222,-115.215859381944,6,1.23,116
"Fortress Ridge South","23_017",2023-01-17,37,50.8382234097222,-115.215868688333,7,1.22,116
"Fortress Ridge South","23_017",2023-01-17,38,50.8382021102778,-115.215888899167,8,0.9,116
"Fortress Ridge South","23_017",2023-01-17,39,50.8381781558333,-115.215898955833,9,1.25,116
"Fortress Ridge","23_017",2023-01-17,42,50.8364982758333,-115.220262323333,1,0.2,116
"Fortress Ridge","23_017",2023-01-17,43,50.8364905325,-115.220305605278,2,0.08,116
"Fortress Ridge","23_017",2023-01-17,44,50.8364848797222,-115.2203586575,3,0,116
"Fortress Ridge","23_017",2023-01-17,45,50.8364815752778,-115.220419281667,4,0.01,116
"Fortress Ridge","23_017",2023-01-17,46,50.8364699755556,-115.220474011667,5,0.05,116
"Fortress Ridge","23_017",2023-01-17,47,50.8364534377778,-115.220524340278,6,0,116
"Fortress Ridge","23_017",2023-01-17,48,50.8364287877778,-115.220571403889,7,0.02,116
"Fortress Ridge","23_017",2023-01-17,49,50.8364083536111,-115.2206140725,8,0.03,116
"Fortress Ridge","23_017",2023-01-17,50,50.8363844541667,-115.220660144444,9,0.01,116
"Fortress Ridge","23_017",2023-01-17,51,50.8363576325,-115.220699733611,10,0.04,116
"Fortress Ridge","23_017",2023-01-17,52,50.8363344677778,-115.220746548889,11,0.11,116
"Fortress Ridge","23_017",2023-01-17,53,50.8363108925,-115.220796971389,12,0.05,116
"Fortress Ridge","23_017",2023-01-17,54,50.8362876063889,-115.220840555,13,0,116
"Fortress Ridge","23_017",2023-01-17,55,50.8362697180556,-115.220881270556,14,0.03,116
"Fortress Ridge","23_017",2023-01-17,56,50.8362484952778,-115.220931420833,15,0.03,116
"Fortress Ridge","23_017",2023-01-17,57,50.8362304341667,-115.220968926667,16,0.15,116
"Fortress Ridge","23_017",2023-01-17,58,50.8362141383333,-115.221011723056,17,0.02,116
"Fortress Ridge","23_017",2023-01-17,59,50.8361958722222,-115.221053475278,18,0.06,116
"Fortress Ridge","23_017",2023-01-17,60,50.8361729372222,-115.2211060475,19,0.04,116
"Fortress Ridge","23_017",2023-01-17,61,50.8361555530556,-115.221159657222,20,0.2,116
"Bonsai","23_017",2023-01-17,63,50.8210979388889,-115.214079008333,1,0.93,68
"Bonsai","23_017",2023-01-17,64,50.8210775677778,-115.2140818175,2,0.96,68
"Bonsai","23_017",2023-01-17,65,50.8210551355556,-115.214080314444,3,0.95,68
"Bonsai","23_017",2023-01-17,66,50.8210347263889,-115.214084125833,4,1.02,68
"Bonsai","23_017",2023-01-17,67,50.8210325658333,-115.214118096667,5,0.96,68
"Bonsai","23_017",2023-01-17,68,50.8210289466667,-115.214153899167,6,0.95,68
"Bonsai","23_017",2023-01-17,69,50.8210059755556,-115.214156389444,7,0.94,68
"Bonsai","23_017",2023-01-17,70,50.8209896680556,-115.214156026944,8,0.99,68
"Bonsai","23_017",2023-01-17,71,50.8209713094444,-115.214160836389,9,0.99,68
"Bonsai","23_017",2023-01-17,72,50.8209535486111,-115.214165170833,10,0.98,68
"Bonsai","23_017",2023-01-17,73,50.8209326627778,-115.214174205833,11,0.96,68
"Canadian Ridge","23_017",2023-01-17,76,50.8215077997222,-115.206272768056,1,0.01,66
"Canadian Ridge","23_017",2023-01-17,77,50.8215221533333,-115.206311119722,2,0,66
"Canadian Ridge","23_017",2023-01-17,78,50.8215412708333,-115.206362100833,3,0.6,66
"Canadian Ridge","23_017",2023-01-17,79,50.8215586236111,-115.2064025225,4,0.95,66
"Canadian Ridge","23_017",2023-01-17,80,50.8215742022222,-115.206446063056,5,0.95,66
"Canadian Ridge","23_017",2023-01-17,81,50.8215671852778,-115.206500768611,6,0.89,66
"Canadian Ridge","23_017",2023-01-17,82,50.8215822547222,-115.206539008889,7,0.65,66
"Canadian Ridge","23_017",2023-01-17,83,50.8215960444444,-115.206573499722,8,0.57,66
"Canadian Ridge","23_017",2023-01-17,84,50.8216060508333,-115.206610340833,9,0.55,66
"Canadian Ridge","23_017",2023-01-17,85,50.8216153041667,-115.206640271111,10,0.62,66
"Canadian Ridge","23_017",2023-01-17,86,50.8216277725,-115.206673134444,11,0.66,66
"Canadian Ridge","23_017",2023-01-17,87,50.8216459177778,-115.206724161667,12,0.53,66
"Canadian Ridge","23_017",2023-01-17,88,50.8216615044444,-115.206765199167,13,0.7,66
"Canadian Ridge","23_017",2023-01-17,89,50.8216730402778,-115.206797038056,14,0.66,66
"Canadian Ridge","23_017",2023-01-17,90,50.8216843066667,-115.206834272778,15,0.68,66
"Powerline","23_017",2023-01-17,91,50.8259674122222,-115.198201437778,1,0.7,66
"Powerline","23_017",2023-01-17,92,50.8259554983333,-115.198152584722,2,0.56,66
"Powerline","23_017",2023-01-17,93,50.8259533861111,-115.198117875833,3,0.6,66
"Powerline","23_017",2023-01-17,94,50.8259597925,-115.198084450556,4,0.59,66
"Powerline","23_017",2023-01-17,95,50.8259761977778,-115.198052893056,5,0.4,66
"Powerline","23_017",2023-01-17,96,50.8259890730556,-115.198016977778,6,0.45,66
"Powerline","23_017",2023-01-17,97,50.8259920633333,-115.197986878056,7,0.65,66
"Powerline","23_017",2023-01-17,98,50.826000585,-115.197958049722,8,0.7,66
"Powerline","23_017",2023-01-17,99,50.8260137777778,-115.197918296667,9,0.72,66
"Powerline","23_017",2023-01-17,100,50.8260317291667,-115.197896758056,10,0.65,66
"Powerline","23_017",2023-01-17,101,50.8260447605556,-115.197865456111,11,0.7,66
"Powerline","23_017",2023-01-17,102,50.8260474555556,-115.197834056111,12,0.8,66
"Powerline","23_017",2023-01-17,103,50.8260562269444,-115.197798373611,13,0.65,66
"Powerline","23_017",2023-01-17,104,50.8260617894444,-115.197769438889,14,0.81,66
"Powerline","23_017",2023-01-17,105,50.8260724886111,-115.197746631111,15,0.85,66
"Powerline","23_017",2023-01-17,106,50.8260833355556,-115.197719159167,16,0.8,66
"Fortress Ridge South","23_032",2023-02-01,4,50.8382829197222,-115.215832597222,4,1.5,114
"Fortress Ridge South","23_032",2023-02-01,5,50.8382596630556,-115.215842373056,5,2.26,114
"Fortress Ridge South","23_032",2023-02-01,6,50.8382397161111,-115.215855143889,6,1.36,114
"Fortress Ridge South","23_032",2023-02-01,7,50.8382129080556,-115.215865325278,7,1.21,114
"Fortress Ridge South","23_032",2023-02-01,8,50.8381889711111,-115.2158663,8,1.01,114
"Fortress Ridge South","23_032",2023-02-01,9,50.8381627188889,-115.215862444722,9,1.51,114
"Fortress Ridge South","23_032",2023-02-01,10,50.8381399616667,-115.215857684167,10,1.18,114
"Fortress Ridge","23_032",2023-02-01,13,50.8364392888889,-115.220534690278,1,0.02,NA
"Fortress Ridge","23_032",2023-02-01,14,50.8364278994444,-115.220606973611,2,0.01,NA
"Fortress Ridge","23_032",2023-02-01,15,50.8364098836111,-115.220670603056,3,0,NA
"Fortress Ridge","23_032",2023-02-01,16,50.8363937125,-115.220738448333,4,0,NA
"Fortress Ridge","23_032",2023-02-01,17,50.8363760533333,-115.220802063333,5,0.01,NA
"Fortress Ridge","23_032",2023-02-01,18,50.8363572772222,-115.2208628825,6,0,NA
"Fortress Ridge","23_032",2023-02-01,19,50.8363375475,-115.220922987222,7,0.01,NA
"Fortress Ridge","23_032",2023-02-01,20,50.8363148494444,-115.220978863611,8,0.03,NA
"Fortress Ridge","23_032",2023-02-01,21,50.8362992877778,-115.221034680278,9,0.01,NA
"Fortress Ridge","23_032",2023-02-01,22,50.8362756655556,-115.2210847675,10,0.04,NA
"Fortress Ridge","23_032",2023-02-01,23,50.8362549486111,-115.221133346667,11,0,NA
"Fortress Ridge","23_032",2023-02-01,24,50.8362311488889,-115.221180602778,12,0.05,NA
"Fortress Ridge","23_032",2023-02-01,25,50.8362100938889,-115.221232237222,13,0,NA
"Fortress Ridge","23_032",2023-02-01,26,50.8361899691667,-115.221286077222,14,0.01,NA
"Fortress Ridge","23_032",2023-02-01,27,50.8361720336111,-115.221336014167,15,0,NA
"Fortress Ridge","23_032",2023-02-01,28,50.8361512205556,-115.221392451944,16,0.01,NA
"Fortress Ridge","23_032",2023-02-01,29,50.8361357186111,-115.221441930278,17,0.02,NA
"Fortress Ridge","23_032",2023-02-01,30,50.8361179058333,-115.221494855278,18,0.01,NA
"Fortress Ridge","23_032",2023-02-01,31,50.8360953877778,-115.221548277778,19,0,NA
"Fortress Ridge","23_032",2023-02-01,32,50.8360740886111,-115.221595542222,20,0.03,NA
"Bonsai","23_032",2023-02-01,33,50.8210905158333,-115.214080553889,1,1.05,115
"Bonsai","23_032",2023-02-01,34,50.8210689552778,-115.214078415556,2,1.06,115
"Bonsai","23_032",2023-02-01,35,50.8210437230556,-115.214074519722,3,1.02,115
"Bonsai","23_032",2023-02-01,36,50.8210341741667,-115.214089691944,4,1.08,115
"Bonsai","23_032",2023-02-01,37,50.8210345930556,-115.214118138333,5,1.06,115
"Bonsai","23_032",2023-02-01,38,50.8210303963889,-115.2141459275,6,1.07,115
"Bonsai","23_032",2023-02-01,39,50.8210079105556,-115.2141527675,7,1.06,115
"Bonsai","23_032",2023-02-01,40,50.8209850875,-115.21416085,8,1.04,115
"Bonsai","23_032",2023-02-01,41,50.8209591533333,-115.214169623889,9,1.03,115
"Bonsai","23_032",2023-02-01,42,50.8209392694444,-115.214173314722,10,1.09,115
"Canadian Ridge","23_032",2023-02-01,46,50.8215197136111,-115.206250894167,1,0.04,115
"Canadian Ridge","23_032",2023-02-01,47,50.8215281038889,-115.206299006389,2,0.08,115
"Canadian Ridge","23_032",2023-02-01,48,50.8215440030556,-115.206346846944,3,0.46,115
"Canadian Ridge","23_032",2023-02-01,49,50.8215547961111,-115.206380833333,4,0.94,115
"Canadian Ridge","23_032",2023-02-01,50,50.8215653980556,-115.206421269722,5,1.14,115
"Canadian Ridge","23_032",2023-02-01,51,50.8215761827778,-115.20645715,6,0.96,115
"Canadian Ridge","23_032",2023-02-01,52,50.8215928894444,-115.206507361944,7,0.62,115
"Canadian Ridge","23_032",2023-02-01,53,50.821604125,-115.20653633,8,0.43,115
"Canadian Ridge","23_032",2023-02-01,54,50.8216176569444,-115.206575054167,9,0.45,115
"Canadian Ridge","23_032",2023-02-01,55,50.8216271038889,-115.206608333611,10,0.48,115
"Canadian Ridge","23_032",2023-02-01,56,50.8216300311111,-115.206653041667,11,0.54,115
"Canadian Ridge","23_032",2023-02-01,57,50.8216374563889,-115.206685874167,12,0.64,115
"Fortress Ridge South","23_046",2023-02-15,37,50.8383515533333,-115.215789207778,1,2.35,161
"Fortress Ridge South","23_046",2023-02-15,38,50.8383244086111,-115.215803558889,2,2.86,161
"Fortress Ridge South","23_046",2023-02-15,39,50.8382994069444,-115.215812884722,3,1.65,161
"Fortress Ridge South","23_046",2023-02-15,40,50.8382694930556,-115.21583108,4,2.1,161
"Fortress Ridge South","23_046",2023-02-15,41,50.8382446541667,-115.215841798333,5,1.35,161
"Fortress Ridge South","23_046",2023-02-15,42,50.8382106519444,-115.215867683056,6,1.09,161
"Fortress Ridge South","23_046",2023-02-15,43,50.8381738391667,-115.215864726389,7,1.36,161
"Fortress Ridge South","23_046",2023-02-15,44,50.8381435302778,-115.215855436944,8,1.19,161
"Fortress Ridge South","23_046",2023-02-15,45,50.8381118913889,-115.215856921389,9,0.82,161
"Fortress Ridge South","23_046",2023-02-15,46,50.8382279602778,-115.215931590833,10,1.46,161
"Fortress Ridge South","23_046",2023-02-15,47,50.8382299294444,-115.215930500556,11,1.4,161
"Bonsai","23_046",2023-02-15,68,50.8210894366667,-115.214081505556,1,1.14,66
"Bonsai","23_046",2023-02-15,69,50.8210669169444,-115.214077038333,2,1.16,66
"Bonsai","23_046",2023-02-15,70,50.8210465513889,-115.214077602222,3,1.1,66
"Bonsai","23_046",2023-02-15,71,50.8210328447222,-115.214090124722,4,1.16,66
"Bonsai","23_046",2023-02-15,72,50.8210294211111,-115.214127598056,5,1.13,66
"Bonsai","23_046",2023-02-15,73,50.8210146405556,-115.214153416389,6,1.15,66
"Bonsai","23_046",2023-02-15,74,50.8209959655556,-115.214151498889,7,1.2,66
"Bonsai","23_046",2023-02-15,75,50.8209754011111,-115.2141532375,8,1.14,66
"Bonsai","23_046",2023-02-15,76,50.8209549033333,-115.214162611944,9,1.15,66
"Bonsai","23_046",2023-02-15,77,50.8209332861111,-115.214170351667,10,1.15,66
"Fortress Ridge South","23_059",2023-02-28,38,50.83835299,-115.215807227222,1,2.17,113
"Fortress Ridge South","23_059",2023-02-28,39,50.8383343375,-115.215821246389,2,1.36,113
"Fortress Ridge South","23_059",2023-02-28,40,50.8383156761111,-115.215827993056,3,2.46,113
"Fortress Ridge South","23_059",2023-02-28,41,50.8382933847222,-115.215843419167,4,1.58,113
"Fortress Ridge South","23_059",2023-02-28,42,50.8382627841667,-115.21585313,5,2.35,113
"Fortress Ridge South","23_059",2023-02-28,43,50.8382305041667,-115.215864316944,6,1.52,113
"Fortress Ridge South","23_059",2023-02-28,44,50.8381939522222,-115.215869846389,7,1.27,113
"Fortress Ridge South","23_059",2023-02-28,45,50.838169955,-115.215851354167,8,1.62,113
"Fortress Ridge South","23_059",2023-02-28,46,50.8381490130556,-115.2158334025,9,1.57,113
"Fortress Ridge South","23_059",2023-02-28,47,50.8381340825,-115.215822586389,10,1.27,113
"Fortress Ridge","23_059",2023-02-28,50,50.8364472119444,-115.220518745278,1,0.03,67
"Fortress Ridge","23_059",2023-02-28,51,50.8364278138889,-115.220570438611,2,0.07,67
"Fortress Ridge","23_059",2023-02-28,52,50.8364053166667,-115.220629438056,3,0.05,67
"Fortress Ridge","23_059",2023-02-28,53,50.8363834861111,-115.220683044444,4,0.06,67
"Fortress Ridge","23_059",2023-02-28,54,50.8363629308333,-115.220731684722,5,0.11,67
"Fortress Ridge","23_059",2023-02-28,55,50.8363432955556,-115.220785256944,6,0.02,67
"Fortress Ridge","23_059",2023-02-28,56,50.8363199080556,-115.220833191111,7,0.03,67
"Fortress Ridge","23_059",2023-02-28,57,50.8362974644444,-115.22090365,8,0.09,67
"Fortress Ridge","23_059",2023-02-28,58,50.8362757302778,-115.220958750556,9,0.03,67
"Fortress Ridge","23_059",2023-02-28,59,50.8362562525,-115.221013303611,10,0.09,67
"Fortress Ridge","23_059",2023-02-28,60,50.8362394747222,-115.221069925833,11,0.1,67
"Fortress Ridge","23_059",2023-02-28,61,50.8362172988889,-115.221122016111,12,0.02,67
"Fortress Ridge","23_059",2023-02-28,62,50.8361933525,-115.221166893889,13,0.06,67
"Fortress Ridge","23_059",2023-02-28,63,50.8361721619444,-115.221214970556,14,0.07,67
"Fortress Ridge","23_059",2023-02-28,64,50.8361510922222,-115.221270066389,15,0.03,67
"Fortress Ridge","23_059",2023-02-28,65,50.8361317486111,-115.221335943333,16,0.03,67
"Fortress Ridge","23_059",2023-02-28,66,50.8361109413889,-115.221392461667,17,0.08,67
"Fortress Ridge","23_059",2023-02-28,67,50.8360918841667,-115.221446964167,18,0.09,67
"Fortress Ridge","23_059",2023-02-28,68,50.8360702533333,-115.221495107778,19,0.06,67
"Fortress Ridge","23_059",2023-02-28,69,50.8360495119444,-115.221541534722,20,0.05,67
"Bonsai","23_059",2023-02-28,70,50.8210919244444,-115.214079775556,1,1.36,68
"Bonsai","23_059",2023-02-28,71,50.8210703894445,-115.214076198056,2,1.41,68
"Bonsai","23_059",2023-02-28,72,50.8210387975,-115.214073591111,3,1.37,68
"Bonsai","23_059",2023-02-28,73,50.8210323255556,-115.21409843,4,1.38,68
"Bonsai","23_059",2023-02-28,74,50.8210258119444,-115.214141646111,5,1.37,68
"Bonsai","23_059",2023-02-28,75,50.82100408,-115.214157425833,6,1.39,68
"Bonsai","23_059",2023-02-28,76,50.8209818725,-115.2141543525,7,1.38,68
"Bonsai","23_059",2023-02-28,77,50.8209598838889,-115.214160981111,8,1.39,68
"Bonsai","23_059",2023-02-28,78,50.8209347513889,-115.214168718056,9,1.4,68
"Bonsai","23_059",2023-02-28,79,50.8209193308333,-115.214174019167,10,1.14,68
"Canadian Ridge","23_059",2023-02-28,82,50.8215414802778,-115.206289811389,1,0.5,113
"Canadian Ridge","23_059",2023-02-28,83,50.8215504172222,-115.206323473889,2,1.01,113
"Canadian Ridge","23_059",2023-02-28,84,50.8215587975,-115.206362114722,3,1.02,113
"Canadian Ridge","23_059",2023-02-28,85,50.82156665,-115.206399052778,4,1.1,113
"Canadian Ridge","23_059",2023-02-28,86,50.8215750291667,-115.2064334975,5,1.17,113
"Canadian Ridge","23_059",2023-02-28,87,50.8215849261111,-115.206466965833,6,1.09,113
"Canadian Ridge","23_059",2023-02-28,88,50.8215959030556,-115.206501961944,7,0.76,113
"Canadian Ridge","23_059",2023-02-28,89,50.8216044888889,-115.206540121111,8,0.68,113
"Canadian Ridge","23_059",2023-02-28,90,50.821611175,-115.206581998611,9,0.71,113
"Canadian Ridge","23_059",2023-02-28,91,50.8216221844445,-115.206609723056,10,0.73,113
"Canadian Ridge","23_059",2023-02-28,92,50.8216287286111,-115.206646675556,11,0.68,113
"Canadian Ridge","23_059",2023-02-28,93,50.8216333533333,-115.206689296944,12,0.8,113
"Powerline","23_059",2023-02-28,94,50.8259647205556,-115.198197572778,1,1.11,66
"Powerline","23_059",2023-02-28,95,50.825955875,-115.198150202778,2,0.8,66
"Powerline","23_059",2023-02-28,97,50.8259685986111,-115.198069626111,4,0.81,66
"Powerline","23_059",2023-02-28,99,50.8259896958333,-115.197992594167,6,0.98,66
"Powerline","23_059",2023-02-28,100,50.8259947122222,-115.197959359167,7,0.77,66
"Powerline","23_059",2023-02-28,101,50.8260112061111,-115.197928139722,8,1.04,66
"Powerline","23_059",2023-02-28,102,50.8260304077778,-115.197896690278,9,0.91,66
"Powerline","23_059",2023-02-28,103,50.8260461633333,-115.197862837778,10,0.93,66
"Powerline","23_059",2023-02-28,104,50.8260513863889,-115.197828948056,11,1.14,66
"Powerline","23_059",2023-02-28,105,50.8260563969444,-115.197796751944,12,1.03,66
"Fortress Ridge South","23_075",2023-03-16,1,50.8383503419444,-115.215778436111,1,2.35,161
"Fortress Ridge South","23_075",2023-03-16,2,50.8383268086111,-115.215788778889,2,2.49,161
"Fortress Ridge South","23_075",2023-03-16,3,50.8383063463889,-115.215802975833,3,2.9,161
"Fortress Ridge South","23_075",2023-03-16,4,50.8382806022222,-115.215818472778,4,2.1,161
"Fortress Ridge South","23_075",2023-03-16,5,50.8382556994444,-115.215837011111,5,2.51,161
"Fortress Ridge South","23_075",2023-03-16,6,50.8382337080556,-115.215851745,6,1.75,161
"Fortress Ridge South","23_075",2023-03-16,7,50.8382121886111,-115.215868171389,7,1.52,161
"Fortress Ridge South","23_075",2023-03-16,9,50.8381821486111,-115.215869412222,8,1.51,161
"Fortress Ridge South","23_075",2023-03-16,10,50.8381576302778,-115.215864184167,9,1.71,161
"Fortress Ridge South","23_075",2023-03-16,11,50.8381309930556,-115.215862308611,10,1.19,161
"Fortress Ridge","23_075",2023-03-16,12,50.8364633675,-115.220554151389,1,0.05,66
"Fortress Ridge","23_075",2023-03-16,13,50.8364437191667,-115.220609214722,2,0.03,66
"Fortress Ridge","23_075",2023-03-16,14,50.8364242175,-115.220664471389,3,0.03,66
"Fortress Ridge","23_075",2023-03-16,15,50.8364072063889,-115.220720277778,4,0.01,66
"Fortress Ridge","23_075",2023-03-16,16,50.8363876347222,-115.220777238889,5,0.02,66
"Fortress Ridge","23_075",2023-03-16,17,50.8363701763889,-115.220827533056,6,0.02,66
"Fortress Ridge","23_075",2023-03-16,18,50.8363509247222,-115.220881873333,7,0.04,66
"Fortress Ridge","23_075",2023-03-16,19,50.8363295955556,-115.220936530278,8,0.07,66
"Fortress Ridge","23_075",2023-03-16,20,50.8363100891667,-115.220985001111,9,0.12,66
"Fortress Ridge","23_075",2023-03-16,21,50.8362693052778,-115.221077565,11,0.12,66
"Fortress Ridge","23_075",2023-03-16,22,50.8362514919444,-115.221124703611,12,0.09,66
"Fortress Ridge","23_075",2023-03-16,23,50.8362310011111,-115.221173410556,13,0.07,66
"Fortress Ridge","23_075",2023-03-16,24,50.8362134886111,-115.221218265,14,0.05,66
"Fortress Ridge","23_075",2023-03-16,25,50.8361957522222,-115.221271454167,15,0.07,66
"Fortress Ridge","23_075",2023-03-16,26,50.8361732733333,-115.221319187222,16,0.01,66
"Fortress Ridge","23_075",2023-03-16,27,50.8361532158333,-115.2213652675,17,0.14,66
"Fortress Ridge","23_075",2023-03-16,28,50.836107135,-115.221460410556,19,0.12,66
"Fortress Ridge","23_075",2023-03-16,29,50.8360851697222,-115.221507652222,20,0.11,66
"Fortress Ridge","23_075",2023-03-16,30,50.8362920027778,-115.221030846944,10,0.18,66
"Fortress Ridge","23_075",2023-03-16,32,50.8361542033333,-115.221361106389,18,0.14,66
"Bonsai","23_075",2023-03-16,33,50.8210925972222,-115.214080616667,1,1.55,115
"Bonsai","23_075",2023-03-16,34,50.8210733388889,-115.214076831944,2,1.59,115
"Bonsai","23_075",2023-03-16,35,50.8210512869444,-115.2140737375,3,1.58,115
"Bonsai","23_075",2023-03-16,36,50.8210331672222,-115.214079289167,4,1.54,115
"Bonsai","23_075",2023-03-16,37,50.8210288555556,-115.214113023056,5,1.54,115
"Bonsai","23_075",2023-03-16,38,50.8210184925,-115.214148176111,6,1.56,115
"Bonsai","23_075",2023-03-16,39,50.8209941463889,-115.214152488889,7,1.57,115
"Bonsai","23_075",2023-03-16,40,50.8209726775,-115.2141556725,8,1.54,115
"Bonsai","23_075",2023-03-16,41,50.8209493722222,-115.214161263333,9,1.61,115
